No.,Time,Source,Destination,Protocol,Length,Info
1613,391.09,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1614,391.092728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
1615,391.22,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1616,391.22276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1617,391.93,::201:1:1:1,::204:4:4:4,UDP,45,8214  >  8214 Len=4
1618,391.932472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1619,392.07,::204:4:4:4,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1620,392.072472,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1621,392.94,::201:1:1:1,::20f:f:f:f,UDP,69,8214  >  8214 Len=4
1622,392.94324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1623,392.98,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1624,392.983528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1625,393.02,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1626,393.023528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1627,393.06,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1628,393.063528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1629,393.19,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1630,393.192728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
1631,393.32,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1632,393.323016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1633,393.96,::201:1:1:1,::20b:b:b:b,UDP,61,8214  >  8214 Len=4
1634,393.962984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1635,394,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1636,394.003272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1637,394.04,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1638,394.043272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1639,394.17,::20b:b:b:b,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1640,394.172728,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1641,394.85,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
1642,394.86,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
1643,394.87,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
1644,394.91,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
1645,394.92,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
1646,394.97,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
1647,394.98,::201:1:1:1,::206:6:6:6,UDP,53,8214  >  8214 Len=4
1648,394.982728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1649,395.01,::201:1:1:1,::206:6:6:6,UDP,62,8214  >  8214 Len=4
1650,395.013016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1651,395.15,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1652,395.152728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1653,395.3,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1654,395.30276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1655,395.84,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
1656,395.84324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1657,395.88,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1658,395.883528,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1659,395.92,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1660,395.923528,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1661,395.96,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1662,395.963528,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1663,396.09,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1664,396.092728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
1665,396.22,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1666,396.223016,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1667,396.85,::201:1:1:1,::206:6:6:6,UDP,53,8214  >  8214 Len=4
1668,396.852728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1669,396.88,::201:1:1:1,::206:6:6:6,UDP,62,8214  >  8214 Len=4
1670,396.883016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1671,397.02,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1672,397.022728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1673,397.17,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1674,397.17276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1675,397.89,::201:1:1:1,::209:9:9:9,UDP,53,8214  >  8214 Len=4
1676,397.892728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1677,397.93,::201:1:1:1,::209:9:9:9,UDP,62,8214  >  8214 Len=4
1678,397.933016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1679,398.06,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1680,398.062728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
1681,398.19,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1682,398.19276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1683,398.21,fe80::208:8:8:8,fe80::203:3:3:3,ICMPv6,102,RPL Control (DODAG Information Object)
1684,398.214296,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1685,398.81,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
1686,398.89,::201:1:1:1,::20a:a:a:a,UDP,69,8214  >  8214 Len=4
1687,398.89324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1688,398.9,00:0a:00:0a:00:0a:00:0a,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Mediatek_0a:00:0a:00:0a"
1689,398.91,00:0b:00:0b:00:0b:00:0b,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: FujianSt_0b:00:0b:00:0b"
1690,398.92,00:0c:00:0c:00:0c:00:0c,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: BebIndus_0c:00:0c:00:0c"
1691,398.93,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1692,398.933528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1693,398.95,00:0f:00:0f:00:0f:00:0f,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Legra_0f:00:0f:00:0f"
1694,398.97,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1695,398.973528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1696,399.13,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1697,399.133528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1698,399.14,::20a:a:a:a,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1699,399.142728,,00:0a:00:0a:00:0a:00:0a,IEEE 802.15.4,19,"Ack, Dst: Mediatek_0a:00:0a:00:0a"
1700,399.27,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1701,399.273016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1702,399.91,::201:1:1:1,::206:6:6:6,UDP,53,8214  >  8214 Len=4
1703,399.912728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1704,399.94,::201:1:1:1,::206:6:6:6,UDP,62,8214  >  8214 Len=4
1705,399.943016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1706,400.08,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1707,400.082728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1708,400.23,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1709,400.23276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1710,400.93,::201:1:1:1,::20e:e:e:e,UDP,69,8214  >  8214 Len=4
1711,400.93324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1712,400.97,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1713,400.973528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1714,401.01,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1715,401.013528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1716,401.04,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1717,401.043528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1718,401.18,::20e:e:e:e,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1719,401.182728,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
1720,401.31,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1721,401.313016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1722,401.96,::201:1:1:1,::20d:d:d:d,UDP,61,8214  >  8214 Len=4
1723,401.962984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1724,402,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
1725,402.003272,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1726,402.05,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
1727,402.053272,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1728,402.17,::20d:d:d:d,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1729,402.172728,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
1730,402.82,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
1731,402.83,00:06:00:06:00:06:00:06,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: ToshibaT_06:00:06:00:06"
1732,402.84,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
1733,402.93,00:10:00:10:00:10:00:10,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: CableTel_10:00:10:00:10"
1734,402.98,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
1735,402.98324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1736,403.02,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1737,403.023528,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1738,403.06,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1739,403.063528,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1740,403.1,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1741,403.103528,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1742,403.18,fe80::20c:c:c:c,fe80::207:7:7:7,ICMPv6,102,RPL Control (DODAG Information Object)
1743,403.184296,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1744,403.23,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1745,403.232728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
1746,403.36,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1747,403.363016,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1748,403.99,::201:1:1:1,::20f:f:f:f,UDP,69,8214  >  8214 Len=4
1749,403.99324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1750,404.03,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1751,404.033528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1752,404.07,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1753,404.073528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1754,404.11,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1755,404.113528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1756,404.24,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1757,404.242728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
1758,404.37,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1759,404.373016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1760,404.86,::201:1:1:1,::205:5:5:5,UDP,45,8214  >  8214 Len=4
1761,404.862472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1762,404.99,::205:5:5:5,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1763,404.992472,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1764,405.86,::201:1:1:1,::20a:a:a:a,UDP,69,8214  >  8214 Len=4
1765,405.86324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1766,405.9,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1767,405.903528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1768,405.94,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1769,405.943528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1770,406.1,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1771,406.103528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1772,406.11,::20a:a:a:a,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1773,406.112728,,00:0a:00:0a:00:0a:00:0a,IEEE 802.15.4,19,"Ack, Dst: Mediatek_0a:00:0a:00:0a"
1774,406.24,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1775,406.243016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1776,406.82,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
1777,406.83,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
1778,406.87,00:0d:00:0d:00:0d:00:0d,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: SeawayNe_0d:00:0d:00:0d"
1779,406.88,::201:1:1:1,::20a:a:a:a,UDP,69,8214  >  8214 Len=4
1780,406.88324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1781,406.92,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1782,406.923528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1783,406.96,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1784,406.963528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1785,407.12,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1786,407.123528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1787,407.13,::20a:a:a:a,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1788,407.132728,,00:0a:00:0a:00:0a:00:0a,IEEE 802.15.4,19,"Ack, Dst: Mediatek_0a:00:0a:00:0a"
1789,407.26,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1790,407.263016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1791,407.92,::201:1:1:1,::209:9:9:9,UDP,53,8214  >  8214 Len=4
1792,407.922728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1793,407.96,::201:1:1:1,::209:9:9:9,UDP,62,8214  >  8214 Len=4
1794,407.963016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1795,408.09,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1796,408.092728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
1797,408.22,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1798,408.22276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1799,408.93,::201:1:1:1,::20c:c:c:c,UDP,61,8214  >  8214 Len=4
1800,408.932984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1801,408.97,::201:1:1:1,::20c:c:c:c,UDP,70,8214  >  8214 Len=4
1802,408.973272,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1803,409.01,::201:1:1:1,::20c:c:c:c,UDP,70,8214  >  8214 Len=4
1804,409.013272,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1805,409.14,::20c:c:c:c,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1806,409.142728,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1807,409.95,::201:1:1:1,::20c:c:c:c,UDP,61,8214  >  8214 Len=4
1808,409.952984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1809,409.99,::201:1:1:1,::20c:c:c:c,UDP,70,8214  >  8214 Len=4
1810,409.993272,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1811,410.03,::201:1:1:1,::20c:c:c:c,UDP,70,8214  >  8214 Len=4
1812,410.033272,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1813,410.16,::20c:c:c:c,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1814,410.162728,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1815,410.72,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
1816,410.73,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
1817,410.74,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
1818,410.75,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
1819,410.81,00:0a:00:0a:00:0a:00:0a,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Mediatek_0a:00:0a:00:0a"
1820,410.85,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
1821,410.97,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
1822,410.97324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1823,411.01,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1824,411.013528,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1825,411.05,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1826,411.053528,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1827,411.09,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1828,411.093528,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1829,411.22,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1830,411.222728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
1831,411.35,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1832,411.353016,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1833,411.98,::201:1:1:1,::20b:b:b:b,UDP,61,8214  >  8214 Len=4
1834,411.982984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1835,412.02,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1836,412.023272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1837,412.06,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1838,412.063272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1839,412.19,::20b:b:b:b,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1840,412.192728,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1841,412.83,::201:1:1:1,::206:6:6:6,UDP,53,8214  >  8214 Len=4
1842,412.832728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1843,412.86,::201:1:1:1,::206:6:6:6,UDP,62,8214  >  8214 Len=4
1844,412.863016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1845,413,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1846,413.002728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1847,413.15,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1848,413.15276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1849,413.87,::201:1:1:1,::209:9:9:9,UDP,53,8214  >  8214 Len=4
1850,413.872728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1851,413.91,::201:1:1:1,::209:9:9:9,UDP,62,8214  >  8214 Len=4
1852,413.913016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
