No.,Time,Source,Destination,Protocol,Length,Info
1153,343.28276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1154,343.32,00:0a:00:0a:00:0a:00:0a,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Mediatek_0a:00:0a:00:0a"
1155,343.38,00:10:00:10:00:10:00:10,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: CableTel_10:00:10:00:10"
1156,343.99,::201:1:1:1,::208:8:8:8,UDP,53,8214  >  8214 Len=4
1157,343.992728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1158,344.03,::201:1:1:1,::208:8:8:8,UDP,62,8214  >  8214 Len=4
1159,344.033016,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1160,344.14,fe80::206:6:6:6,fe80::202:2:2:2,ICMPv6,102,RPL Control (DODAG Information Object)
1161,344.144296,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1162,344.16,::208:8:8:8,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1163,344.162728,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1164,344.3,::208:8:8:8,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1165,344.30276,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1166,344.83,::201:1:1:1,::207:7:7:7,UDP,53,8214  >  8214 Len=4
1167,344.832728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1168,344.87,::201:1:1:1,::207:7:7:7,UDP,62,8214  >  8214 Len=4
1169,344.873016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1170,345,::207:7:7:7,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1171,345.002728,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1172,345.15,::207:7:7:7,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1173,345.15276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1174,345.86,::201:1:1:1,::204:4:4:4,UDP,45,8214  >  8214 Len=4
1175,345.862472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1176,346,::204:4:4:4,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1177,346.002472,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1178,346.87,::201:1:1:1,::20b:b:b:b,UDP,61,8214  >  8214 Len=4
1179,346.872984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1180,346.91,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1181,346.913272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1182,346.95,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1183,346.953272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1184,347.08,::20b:b:b:b,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1185,347.082728,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1186,347.24,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
1187,347.26,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
1188,347.27,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
1189,347.82,fe80::203:3:3:3,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
1190,347.89,::201:1:1:1,::207:7:7:7,UDP,53,8214  >  8214 Len=4
1191,347.892728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1192,347.93,::201:1:1:1,::207:7:7:7,UDP,62,8214  >  8214 Len=4
1193,347.933016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1194,348.06,::207:7:7:7,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1195,348.062728,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1196,348.21,::207:7:7:7,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1197,348.21276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1198,348.44,fe80::20f:f:f:f,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
1199,348.91,::201:1:1:1,::20e:e:e:e,UDP,69,8214  >  8214 Len=4
1200,348.91324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1201,348.95,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1202,348.953528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1203,348.99,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1204,348.993528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1205,349.02,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1206,349.023528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1207,349.16,::20e:e:e:e,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1208,349.162728,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
1209,349.29,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1210,349.293016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1211,349.68,fe80::20b:b:b:b,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
1212,349.95,::201:1:1:1,::205:5:5:5,UDP,45,8214  >  8214 Len=4
1213,349.952472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1214,350.08,::205:5:5:5,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1215,350.082472,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1216,350.95,::201:1:1:1,::20f:f:f:f,UDP,69,8214  >  8214 Len=4
1217,350.95324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1218,350.99,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1219,350.993528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1220,351.03,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1221,351.033528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1222,351.07,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1223,351.073528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1224,351.18,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
1225,351.19,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
1226,351.2,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1227,351.202728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
1228,351.23,fe80::206:6:6:6,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
1229,351.25,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
1230,351.28,00:0c:00:0c:00:0c:00:0c,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: BebIndus_0c:00:0c:00:0c"
1231,351.29,00:0d:00:0d:00:0d:00:0d,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: SeawayNe_0d:00:0d:00:0d"
1232,351.33,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1233,351.333016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1234,351.97,::201:1:1:1,::20e:e:e:e,UDP,69,8214  >  8214 Len=4
1235,351.97324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1236,352.01,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1237,352.013528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1238,352.05,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1239,352.053528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1240,352.08,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1241,352.083528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1242,352.22,::20e:e:e:e,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1243,352.222728,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
1244,352.35,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1245,352.353016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1246,352.99,::201:1:1:1,::203:3:3:3,UDP,45,8214  >  8214 Len=4
1247,352.992472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1248,353.14,::203:3:3:3,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1249,353.142472,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1250,353.85,::201:1:1:1,::204:4:4:4,UDP,45,8214  >  8214 Len=4
1251,353.852472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1252,353.99,::204:4:4:4,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1253,353.992472,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1254,354.87,::201:1:1:1,::20d:d:d:d,UDP,61,8214  >  8214 Len=4
1255,354.872984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1256,354.91,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
1257,354.913272,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1258,354.96,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
1259,354.963272,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1260,355.08,::20d:d:d:d,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1261,355.082728,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
1262,355.14,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
1263,355.17,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
1264,355.19,00:06:00:06:00:06:00:06,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: ToshibaT_06:00:06:00:06"
1265,355.24,00:0b:00:0b:00:0b:00:0b,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: FujianSt_0b:00:0b:00:0b"
1266,355.27,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
1267,355.28,00:0f:00:0f:00:0f:00:0f,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Legra_0f:00:0f:00:0f"
1268,355.9,::201:1:1:1,::205:5:5:5,UDP,45,8214  >  8214 Len=4
1269,355.902472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1270,355.99,fe80::20a:a:a:a,fe80::20e:e:e:e,ICMPv6,102,RPL Control (DODAG Information Object)
1271,355.994296,,00:0a:00:0a:00:0a:00:0a,IEEE 802.15.4,19,"Ack, Dst: Mediatek_0a:00:0a:00:0a"
1272,356.03,::205:5:5:5,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1273,356.032472,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1274,356.9,::201:1:1:1,::20e:e:e:e,UDP,69,8214  >  8214 Len=4
1275,356.90324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1276,356.94,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1277,356.943528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1278,356.98,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1279,356.983528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1280,357.01,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1281,357.013528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1282,357.15,::20e:e:e:e,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1283,357.152728,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
1284,357.28,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1285,357.283016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1286,357.92,::201:1:1:1,::206:6:6:6,UDP,53,8214  >  8214 Len=4
1287,357.922728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1288,357.95,::201:1:1:1,::206:6:6:6,UDP,62,8214  >  8214 Len=4
1289,357.953016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1290,358.09,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1291,358.092728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1292,358.24,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1293,358.24276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1294,358.95,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
1295,358.95324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1296,358.99,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1297,358.993528,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1298,359.03,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1299,359.033528,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1300,359.07,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1301,359.073528,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1302,359.17,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
1303,359.2,00:0a:00:0a:00:0a:00:0a,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Mediatek_0a:00:0a:00:0a"
1304,359.2,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1305,359.202728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
1306,359.26,00:10:00:10:00:10:00:10,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: CableTel_10:00:10:00:10"
1307,359.33,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1308,359.333016,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1309,359.96,::201:1:1:1,::20a:a:a:a,UDP,69,8214  >  8214 Len=4
1310,359.96324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1311,360,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1312,360.003528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1313,360.04,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1314,360.043528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1315,360.2,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1316,360.203528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1317,360.21,::20a:a:a:a,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1318,360.212728,,00:0a:00:0a:00:0a:00:0a,IEEE 802.15.4,19,"Ack, Dst: Mediatek_0a:00:0a:00:0a"
1319,360.34,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1320,360.343016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1321,360.98,::201:1:1:1,::20a:a:a:a,UDP,69,8214  >  8214 Len=4
1322,360.98324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1323,361.02,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1324,361.023528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1325,361.06,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1326,361.063528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1327,361.22,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1328,361.223528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1329,361.23,::20a:a:a:a,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1330,361.232728,,00:0a:00:0a:00:0a:00:0a,IEEE 802.15.4,19,"Ack, Dst: Mediatek_0a:00:0a:00:0a"
1331,361.36,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1332,361.363016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1333,361.83,::201:1:1:1,::20b:b:b:b,UDP,61,8214  >  8214 Len=4
1334,361.832984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1335,361.84,fe80::205:5:5:5,fe80::204:4:4:4,ICMPv6,102,RPL Control (DODAG Information Object)
1336,361.844296,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1337,361.87,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1338,361.873272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1339,361.91,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1340,361.913272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1341,362.04,::20b:b:b:b,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1342,362.042728,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1343,362.39,fe80::20a:a:a:a,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
1344,362.87,::201:1:1:1,::209:9:9:9,UDP,53,8214  >  8214 Len=4
1345,362.872728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1346,362.91,::201:1:1:1,::209:9:9:9,UDP,62,8214  >  8214 Len=4
1347,362.913016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1348,363.04,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1349,363.042728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
1350,363.12,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
1351,363.15,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
1352,363.16,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
1353,363.17,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1354,363.17276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1355,363.87,::201:1:1:1,::20b:b:b:b,UDP,61,8214  >  8214 Len=4
1356,363.872984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1357,363.91,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1358,363.913272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1359,363.95,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
1360,363.953272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1361,364.08,::20b:b:b:b,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1362,364.082728,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1363,364.9,::201:1:1:1,::208:8:8:8,UDP,53,8214  >  8214 Len=4
1364,364.902728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1365,364.94,::201:1:1:1,::208:8:8:8,UDP,62,8214  >  8214 Len=4
1366,364.943016,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1367,365.07,::208:8:8:8,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1368,365.072728,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1369,365.21,::208:8:8:8,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1370,365.21276,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1371,365.92,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
1372,365.92324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1373,365.96,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1374,365.963528,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1375,366,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1376,366.003528,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1377,366.04,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1378,366.043528,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1379,366.17,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1380,366.172728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
1381,366.3,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1382,366.303016,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1383,366.66,fe80::20e:e:e:e,fe80::20a:a:a:a,ICMPv6,102,RPL Control (DODAG Information Object)
1384,366.664296,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
1385,366.92,::201:1:1:1,::202:2:2:2,UDP,45,8214  >  8214 Len=4
1386,366.922472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1387,367.06,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
1388,367.07,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
1389,367.08,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
1390,367.08,::202:2:2:2,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1391,367.082472,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
